Episode 708: The One Where Chandler Doesn't Like Dogs," Monica, Chandler, and Phoebe's. Ross lays a lot of small papers, shaped like
the U.S. states onto the floor making a map with the states. Phoebe enters","[['Chandler', 'Clunkers?! Oh my god!'], ['Monica', ""That's right, she came back all by herself.""]]",1
Episode 709: The One With All The Candy," Monica, Chandler, and Phoebe's, Monica is cooking, Joey is eating, and Chandler
is entering from the bedroom.","[['Monica', 'Making holiday candy for the neighbors.'], ['Chandler', 'I’m sorry, who?'], ['Monica', 'I’m gonna hang this basket (Points to the one sitting on the table)\non the door and when the neighbors walk by they can all take a piece.'], ['Chandler', 'But we don’t know the neighbors.']]",0
Episode 709: The One With All The Candy," Monica, Chandler, and Phoebe's, Monica is cooking, Joey is eating, and Chandler
is entering from the bedroom.","[['Monica', 'See? This is exactly why I’m making this candy. We can learn\ntheir names and get to know our neighbors.'], ['Chandler', 'Wouldn’t it be easier if we just moved?']]",0
Episode 709: The One With All The Candy," The Hallway, Monica and Chandler are returning and Monica finds her basket is
empty.","[['Monica', 'The basket is totally empty! My God, the neighbors ate all the candy!'], ['Chandler', 'Well, either that or uh…(Motions towards Joey’s door.)'], ['Monica', 'Joey!!']]",0
Episode 709: The One With All The Candy," Monica, Chandler, and Phoebe's, the middle of the night, there is someone
knocking on the door and Monica and Chandler get up to answer it.","[['Monica', '(turning a light on) Who is that?!'], ['Chandler', 'Don’t worry, I’m brave! I am brave! I…I am brave! (They\nget to the door and Monica goes to open it.) No-no-no-no!! (He stops her.) (Through the\ndoor.) Can you tell me who is there please?']]",0
Episode 709: The One With All The Candy," Monica, Chandler, and Phoebe's, the middle of the night, there is someone
knocking on the door and Monica and Chandler get up to answer it.","[['Monica', 'Oh please! (To Chandler) Did you hear that? Little drops of heaven.'], ['Chandler', '(laughs) 4:00 A.M.']]",1
Episode 709: The One With All The Candy," Monica, Chandler, and Phoebe's, the middle of the night, there is someone
knocking on the door and Monica and Chandler get up to answer it.","[['Chandler', 'I am sorry, but some of us have to get up early and go to work!\n(Monica looks at him) (To Monica) He does not know that I am not some of us.'], ['Monica', 'Umm, listen I am sorry, but I’ll put some out first thing in the\nmorning.']]",0
Episode 709: The One With All The Candy," Monica, Chandler, and Phoebe's, Monica is making candy while Chandler and
Rachel are taste-testing and Joey is on the couch doodling.","[['Monica', 'See, this is why I told you never get involved with your assistant! And\nthere is no such thing as keeping secrets when it comes to affairs. (To Chandler) Did you\nhear that Chandler? No such thing!'], ['Chandler', '(with his mouth full) What happened? I’m just eating candy.']]",0
Episode 709: The One With All The Candy," Monica, Chandler, and Phoebe's, Monica is making candy while Chandler and
Rachel are taste-testing and Joey is on the couch doodling.","[['Chandler', 'Maybe, isn’t she the woman who lives below you and has sex really\nloud?'], ['Monica', '(still talking to the woman) All right, I’ll do it just this once!\nBut you can’t tell anybody!']]",0
Episode 709: The One With All The Candy," Central Park, Ross is teaching Phoebe how to ride her bike.","[['Monica', '(closing the door) It’s unbelievable! I-I can’t believe that\nsign didn’t work!'], ['Chandler', 'Y’know what would work?'], ['Monica', 'Hmm?'], ['Chandler', 'Stop making candy!'], ['Monica', 'But they like it!'], ['Chandler', 'You mean they like you.'], ['Monica', 'Maybe.'], ['Chandler', 'Is that why you became a chef? So that people would like you?'], ['Monica', 'Oh, you really want to talk about getting people to like you huh, funny\nman? (Joey laughs but stops when Chandler turns to glare at him.)']]",1
Episode 709: The One With All The Candy," The Hallway, Chandler is returning from work to see the hallway jammed full of
people waiting outside their door.","[['Chandler', 'Get in here! (They head for the door and Chandler sees Smokes-A-Lot\nLady standing next to the door and smoking, to her) Hey, and you can not smoke in here!\n(Takes the cigarette and takes a drag for himself.) (Exhaling in ecstasy) Merry Christmas.'], ['Monica', '(opening the door and frantically) Okay, guys! The candy is coming; I\njust need another 15 minutes for the chocolate to cool!']]",0
Episode 709: The One With All The Candy," The Hallway, Chandler is returning from work to see the hallway jammed full of
people waiting outside their door.","[['Monica', '(To Chandler) Thank you.'], ['Chandler', 'You’re welcome. (They kiss.)'], ['Monica', 'Did you smoke?'], ['Chandler', 'No! Smokes-A-Lot Lady blew smoke directly into my mouth.\nEh-uh—are you okay?'], ['Monica', 'I’m fine now, but it was really scary there for a while. I mean,\nsomeone slipped a-a threatening note under the door.']]",1
Episode 710: The One With The Christmas Armadilio," Monica, Chandler, and Phoebe's, Chandler is on the phone, Rachel and Monica are
sitting in the kitchen.","[['Chandler', 'Buh-bye. (Hangs up the phone) I just got us reservations at\nMichelle’s and tickets to the Musicman to celebrate our first holiday season\nas a betroughed couple.'], ['Monica', 'Betrothed… (Corrects him)'], ['Chandler', '…betrothed couple.']]",1
Episode 710: The One With The Christmas Armadilio," Monica, Chandler, and Phoebe's, Chandler is on the phone, Rachel and Monica are
sitting in the kitchen.","[['Monica', 'No.'], ['Chandler', 'How long have we been home?'], ['Monica', 'About a half an hour.'], ['Chandler', 'Lovely!']]",0
Episode 710: The One With The Christmas Armadilio," Central Perk, Chandler gets a cup of coffee and sits down next to
Monica.","[['Chandler', 'Hey, you know what I was thinking? When we get married, are you gonna\nchange your last name to Bing?'], ['Monica', 'No.'], ['Chandler', 'Why not?'], ['Monica', ""Bing's weird.""]]",-1
Episode 710: The One With The Christmas Armadilio," Central Perk, Chandler gets a cup of coffee and sits down next to
Monica.","[['Chandler', 'Hey!'], ['Monica', 'Hey!']]",1
Episode 710: The One With The Christmas Armadilio," Central Perk, Chandler gets a cup of coffee and sits down next to
Monica.","[['Chandler', ""No! No, she didn't say that. I-I-I think you should talk to Monica\nnow.""], ['Monica', ""Phoebe, don't worry about it. I'm sure she wants to live with you.""]]",1
Episode 710: The One With The Christmas Armadilio," Michelle's, Chandler and Monica enter.","[['Chandler', ""(to the Maitre d') Hi, could we get two burritos to go, please?\n(Laughs.)""], ['Monica', ""I'm sorry. But not that sorry, 'cause you don't have to live with it.\nUm, we have a reservation under the name Chandler Bing.""]]",0
Episode 710: The One With The Christmas Armadilio," Michelle's, Chandler and Monica enter.","[['Chandler', 'Is this because of the burrito thing?'], ['Monica', ""(pulling Chandler away from the Maitre d') You need to give him money.""], ['Chandler', 'Give him money? It was a joke!'], ['Monica', 'No, to get a table! Places like this are always shakin’ you down.\nEverybody wants to be paid off.'], ['Chandler', ""Right, calm down, O'Mally. I'll slip him some money.""], ['Monica', ""You've got to be smooth about it.""], ['Chandler', ""Hey, I can be smooth. (Walks back to the Maitre d', very smoothly)\nListen, we're a little bit in a hurry, so, if you can get us a table a little quicker, I'd\nappreciate it. (Shakes his hand)""]]",1
Episode 710: The One With The Christmas Armadilio," Ross's apartment, Ross is whirling Ben around.","[['Chandler', 'Okay. (Walks back to Monica)'], ['Monica', 'How did it go?'], ['Chandler', 'Had the money in the wrong hand. (Shows her his left hand with the\nmoney in it)']]",0
Episode 710: The One With The Christmas Armadilio," Michelle's, Chandler and Monica are discussing how to bribe the Maitre
d'.","[['Monica', ""It's easy! Just keep it casual! Give him a kind word, shake his hand and\ngive him the money!""], ['Chandler', 'How do you know so much about this?'], ['Monica', ""I don't know.""], ['Chandler', ""Richard used to do it, didn't he?""], ['Monica', ""We'd be eating our soup right now.""], ['Chandler', 'Mustached bastard…'], ['Monica', '(sees two people exit) Okay, those people just left, come on! Quick!\nGive him the money and get their table!'], ['Chandler', ""(walks up to the Maitre d') Excuse me...""]]",0
Episode 710: The One With The Christmas Armadilio," Central Perk, Gunther is serving Chandler and Monica coffee.","[['Chandler', 'If you wanna give Joey a Christmas present that disrupts the entire\nbuilding, why not get him something a little bit more subtle, like a wrecking ball, or a\nphial of small pox to release in the hallway?'], ['Monica', 'It\'s not just the drum noise. Every five minutes, Joey throws his sticks\nin the air, and I have to hear, ""Oh my eye! Oh god, my eye!"" I mean, it is so\nannoying.']]",-1
Episode 710: The One With The Christmas Armadilio," Monica, Chandler, and Phoebe's, Monica has just opened the door for Ross who is
costumed as an Armadillo. Ben is standing next to her.","[['Chandler', ""You bet I did, Ben, put it there! (He shakes Ben's hand, but the money\nfalls out of his hands) (to Monica) Well, it would have worked this time, if his hands\nweren't so damn small! (Realizes, that Ben is standing right there) Ho, ho, ho!""], ['Monica', ""Okay Ben, why don't you come open some more presents, and Santa, the\nArmadillo, and I have a little talk in the kitchen? There's a sentence, I never thought\nI'd say.""]]",0
Episode 710: The One With The Christmas Armadilio," Monica, Chandler, and Phoebe's, Monica has just opened the door for Ross who is
costumed as an Armadillo. Ben is standing next to her.","[['Monica', ""(to Chandler) Hey, you think, you can keep it another night? (She has a\nreally teasing look on her face and keeps twirling Chandler's beard.)""], ['Chandler', 'Santa? Really?'], ['Monica', 'Yes, is that okay?'], ['Chandler', 'Did your Dad ever dress up like Santa?'], ['Monica', 'No.'], ['Chandler', ""Then it's okay! (They kiss.)""]]",0
Episode 711: The One With All The Cheesecakes," Central Perk, everyone except Rachel is there as Joey gets up and starts
putting on his coat.","[['Monica', 'My God, I can’t believe this! I mean I knew that mom and dad were\ninvited, but I thought that was it! I mean from the ages 7 to 9 Frannie and I were\ninseparable!'], ['Chandler', 'Well, maybe since the age of 9, Frannie’s made some new friends.']]",0
Episode 712: The One Where They're Up All Night," The Roof, continued from earlier.","[['Monica', 'Okay, we’ve been out here for two hours and we haven’t seen\nany stupid comets. Can we go now? I mean, Chandler’s getting chilly. (She walks over\nto where Chandler is bundled up in a big coat and shivering.)'], ['Chandler', '(with a quivering voice) No, I’m not!']]",1
Episode 712: The One Where They're Up All Night," Phoebe's apartment, there is a beeping noise coming from the living room and
Phoebe sleepily goes to investigate.","[['Chandler', '(whispering) Monica!'], ['Monica', 'She’s sleeping.'], ['Chandler', 'I know, just quick-quick question, quick question. Which one was Deep\nImpact and which one was Armageddon?'], ['Monica', 'Deep Impact was the one with Robert Duval, Armageddon is\nwhat’s going to happen to you if you wake me up.'], ['Chandler', 'Sorry, I just…can’t sleep. Ooh! (Turns on the light and\nMonica groans.) Where is that book that you are reading with the two women who were\nice-skating and wearing, wearing those hats with the flowers on it? Because every time I\nlook at that cover I’m like…(Fake snores.)'], ['Monica', 'It is in the living room where there is also a light! And no one will\nkick you in the shin.'], ['Chandler', 'What?! (Monica kicks him in the shin.) Ow! (He gets out of bed and\nheads into the living room.)']]",1
Episode 712: The One Where They're Up All Night," Joey and Rachel's, Rachel and Tag are making out on the couch.","[['Chandler', 'Shhhhhhhhh!!! (Monica enters) I’m sorry, I thought maybe I’d\nmake some warm milk and it would help me sleep.'], ['Monica', 'With a wok? (Chandler’s holding a wok.) I thought you were going to\nread my boring book to put you asleep.'], ['Chandler', 'It got interesting! Damn you Oprah!'], ['Monica', 'Here, let me make the milk, I’m up anyway.'], ['Chandler', 'Hey, y’know what we can do? Y’know, now that we are up? We\ncan just like talk to each other all night long, y’know like we did when we were\nfirst going out. It’d be fun!'], ['Monica', 'Okay that does sound like fun.'], ['Chandler', 'Okay, so how bummed were you when the second sister died huh?'], ['Monica', 'The second sister dies?!'], ['Chandler', '(Pause) No. No, I-I was, I was talking about the book I was reading.'], ['Monica', 'The second sister dies in Archie and Jughead Double Digest?'], ['Chandler', 'That’s correct.']]",1
Episode 712: The One Where They're Up All Night," Rachel’s Outer Office, Tag and her are arriving.","[['Monica', 'Okay, here’s your milk. What do you want to talk about? (She sees\nthat Chandler has fallen asleep and slams the door loudly to wake him up.)'], ['Chandler', '(startled) What? What? What?'], ['Monica', 'Ohh! Ohhhh! Were you sleeping sweetie? I’m sorry. Here. (Hands the\nmug of milk to him.)']]",1
Episode 712: The One Where They're Up All Night," The fire escape, Joey and Ross are still trying to figure out how to get down.","[['Monica', 'Are you still awake?'], ['Chandler', 'Yeah! You?'], ['Monica', 'You do know that was me who just said that right? (He doesn’t\nrespond and she turns on the light, waking him.) Hey. As long as we’re both up…'], ['Chandler', '(intrigued) Yeah? (Monica nods yes.) I hope you’re not thinking\nabout cleaning the living room.']]",1
Episode 712: The One Where They're Up All Night," Rachel’s outer office, she’s returning with two coffee cups in hand
to find Tag sitting there.","[['Monica', 'What?! What are you doing?!'], ['Chandler', 'Do you know what just happened?'], ['Monica', 'Yeah. We-we had sex and then we fell asleep.'], ['Chandler', 'No. We were in the middle of sex…and you fell asleep.'], ['Monica', 'Nooo! No, that’s not true. No, best time ever! Yeah, you rocked\nmy\nworld! (She turns out the light to go back to sleep.)'], ['Chandler', '(turning the light back on) Monica?'], ['Monica', 'What?!'], ['Chandler', 'I was giving you some of my best moves, and you missed it. So please\nwake up so we can do it right!'], ['Monica', 'Okay. Okay, I’m ready. Come on big fella!'], ['Chandler', 'Okay.'], ['Monica', 'Give me the good stuff.'], ['Chandler', 'Yeah! (Monica falls asleep) No! No! No! Don’t fall asleep! Okay,\nI am going to make you some coffee. (Monica doesn’t move as he gets out of bed and as\nhe’s heading for the door.) And I probably won’t spill coffee grounds all over\nthe kitchen floor.'], ['Monica', 'Okay, I’m up! I’m up!']]",1
Episode 712: The One Where They're Up All Night," Monica and Chandler's bedroom, they’re cuddling.","[['Monica', 'That really was some of your best work.'], ['Chandler', 'Hm-hmm, I told you! (Looks at the clock) I can’t believe that\nI’ve only got two hours before I call in sick for work.'], ['Monica', 'I have to be up in seven minutes.'], ['Chandler', 'Well, you’re not gonna believe this, but if you have seven\nminutes…'], ['Monica', 'Really?!'], ['Chandler', 'Do you wanna?'], ['Monica', 'Okay! You get the vacuum cleaner and I’ll get the furniture polish!']]",1
Episode 714: The One Where They All Turn Thirty," Joey and Rachel's, Phoebe is pouring Rachel some coffee.","[['Monica', 'Heyyy!! You got the door open!! (Giggles.)'], ['Chandler', 'Hey-hey are you drunk?'], ['Monica', 'Nooo! (Giggles) Okay. (She tries to pull herself up by Rachel and\nJoey’s doorknob, but the door opens and she almost falls into the their apartment.\nShe manages to catch herself.) Whoa! (Stands up, unsteadily) Okay. See I was, I was a\nlittle nervous about turning (whispering) thirty. (Giggles.) So the bus boys took me out\nfor some drinks. (Pause) I wanna puke on you later!'], ['Chandler', 'Okay, here is the thing. We have thrown a very formal surprise\nparty for you in there! All of your friends are in there and your parents!'], ['Monica', 'Noo!!!'], ['Chandler', 'Yes!'], ['Monica', 'Noo!!'], ['Chandler', 'Yes!!'], ['Monica', 'Oh no! My parents have never seen me drunk! (Pause) That they know of.'], ['Chandler', 'Okay, here’s the thing. We’re gonna get you some coffee and\nthey will never know that you’re drunk.'], ['Monica', 'Really?! You promise?'], ['Chandler', 'Yeah, I’ll take care of it.'], ['Monica', 'Okay. I love you so much. (Kisses him.)'], ['Chandler', '(laughing) Okay we have to do something about your breath.'], ['Monica', 'What about your breath?! (Breathes on him.)'], ['Chandler', 'That’s still yours. Okay, now remember it’s a surprise\nparty. So, when you go in, act surprised.'], ['Monica', 'Okay. I can do that.'], ['Chandler', 'Okay.']]",1
Episode 714: The One Where They All Turn Thirty," Monica’s birthday, it’s just after the surprise.","[['Chandler', 'Okay before we start the celebration, Monica has to go put on her\nparty dress.'], ['Monica', 'Yay!'], ['Chandler', 'See? (Does his laugh.) Here we go. (Starts walking her to their room,\nand has to pass in front of Mr. Geller who’s sitting at the table and Mrs. Geller\nwho’s standing next to him.)']]",0
Episode 714: The One Where They All Turn Thirty," Monica’s birthday, it’s just after the surprise.","[['Monica', '(sees someone) Paul!'], ['Chandler', '(correcting her) Phil.'], ['Monica', 'Phil!'], ['Chandler', 'Now, there is a dress laid out on your bed. (Monica stumbles on the\nsteps.) Okay, (catches her) you’re doing great. You’re doing great. You’re\ndoing fine.']]",0
Episode 714: The One Where They All Turn Thirty," Monica’s birthday, it’s just after the surprise.","[['Monica', 'Awwwww… (Giggles.)'], ['Chandler', '(To Monica) Go change! (To Phoebe) She doesn’t want her parents\nto know she’s drunk.']]",1
Episode 714: The One Where They All Turn Thirty," Monica’s birthday, Monica is now dressed and is being helped out by
Chandler and Rachel.","[['Chandler', '(To Monica) How are you feeling?'], ['Monica', 'You are so handsome! I wanna make love to you right here, right\nnow! (Growls and pulls him into a kiss.)']]",1
Episode 714: The One Where They All Turn Thirty," Monica’s birthday, Monica is now dressed and is being helped out by
Chandler and Rachel.","[['Chandler', 'I think it’s necessary. (Backs away anyhow.)'], ['Monica', 'I-I-I wanna thank you all for coming. My family and my friends…']]",1
Episode 714: The One Where They All Turn Thirty," Phoebe’s birthday, she’s telling everyone what she found out at
Ursula’s while sitting in Central Perk.","[['Monica', 'Oh man!'], ['Chandler', 'What?'], ['Monica', 'He’s gonna eat the cake!']]",0
Episode 715: The One With Joey's New Brain," Monica and Chandler's, Monica, Chandler, Ross, and Rachel are sitting around
the table.","[['Chandler', '(To Ross) Monica said wedding.'], ['Monica', 'Uh, so anyway, we thought one of you could read something during the\nceremony.']]",1
Episode 715: The One With Joey's New Brain," Monica and Chandler's, Monica, Chandler, Ross, and Rachel are sitting around
the table.","[['Monica', 'Wouldn’t you love to do it just once?! (Raises her hand towards\nChandler.)'], ['Chandler', 'Don’t do it.']]",1
Episode 715: The One With Joey's New Brain," Monica and Chandler's, Monica and Chandler are eating lunch, when they start to
hear a horrible screeching noise. It sounds like someone is skinning a cat.","[['Monica', 'What is that?'], ['Chandler', 'I think it’s the dying cat parade.'], ['Monica', 'It sounds like it’s coming from across the street.'], ['Chandler', '(turning around and looking) Oh my God!'], ['Monica', 'What?'], ['Chandler', 'Y’know that thing that Ross was gonna do at our wedding?! He was\nhanging out with me yesterday and he turned to me and said, ""You’re half\nScottish right?""'], ['Monica', 'Nooo!!'], ['Chandler', 'Yes!!']]",0
Episode 715: The One With Joey's New Brain," Phoebe's apartment, Phoebe is putting out some Sunflower seeds as Rachel
enters.","[['Monica', 'No, there is no way! It can not be Ross! (She looks through the\nwindow and sees Ross practicing and fumbling around with the pipes.) Unbelievable! Why\nis your family Scottish?!'], ['Chandler', 'Why is your family Ross?!'], ['Monica', 'He cannot play at our wedding! I mean everyone will leave! I mean come\non, that is just noise! It’s not even a song!'], ['Chandler', 'If you listen very carefully, I think its Celebration by Cool\nand the Gang.']]",0
Episode 715: The One With Joey's New Brain," Central Perk, Monica and Chandler are sitting on the couch. Ross is sitting on
the armchair.","[['Chandler', 'Well, I feel like a snack!'], ['Monica', 'Do you want some shortbread? Eh that’s Scottish like you are.'], ['Chandler', 'Oh no thanks. I don’t like anything from my Scottish\nheritage.']]",-1
Episode 716: The One With The Truth About London," Central Perk, Monica and Chandler are talking. Joey and Phoebe are getting
coffee.","[['Monica', 'What about the second minister we met with? I kinda liked him.'], ['Chandler', 'You mean the spitter?'], ['Monica', 'Come on! It wasn’t that bad!'], ['Chandler', 'Easy for you to say; you’ll be wearing a veil.'], ['Monica', 'All right, what about the third guy?'], ['Chandler', 'You mean the guy who kept staring at your chest?'], ['Monica', 'Can you blame him?'], ['Chandler', 'Sorry, I just don’t like the idea of when I say ""I\ndo,"" he’s thinking, ""Yeah, I’d do her too!""'], ['Monica', 'Well then we still have a problem.'], ['Chandler', 'Yeah!']]",1
Episode 716: The One With The Truth About London," Monica and Chandler's, Monica and Chandler are eating lunch as Joey enters.","[['Chandler', 'No, but Horny for Monica Minister called, wanting to know if we were\nstill together.'], ['Monica', 'We’re never gonna find anybody.']]",0
Episode 716: The One With The Truth About London," Monica and Chandler's, Monica and Chandler are eating lunch as Joey enters.","[['Chandler', '(To Monica) Y’know, we haven’t found anybody else.'], ['Monica', 'It might be kinda cool.']]",1
Episode 716: The One With The Truth About London," Central Perk, Phoebe, Chandler, and Monica are there.","[['Chandler', 'Hey!'], ['Monica', 'You did it! You got ordained?!']]",1
Episode 716: The One With The Truth About London," Central Perk, Phoebe, Chandler, and Monica are there.","[['Chandler', 'Okay.'], ['Monica', 'Yeah!']]",0
Episode 716: The One With The Truth About London," Monica and Chandler's, Phoebe, Joey, Chandler, and Monica are returning from
Central Perk.","[['Chandler', '(answering the door) Hey!'], ['Monica', '(standing outside) Cute PJ’s! You’re really livin’ it up\nhere in London huh?'], ['Chandler', ""Well I was… I wasn't exactly expecting company after…(He looks\nat his watch.) 9:15.""], ['Monica', '(entering) Is Joey here?'], ['Chandler', 'Well, last time I saw him he was heading out the door with the\nbridesmaid and a bucket of strawberries. So uh, you’re not still upset about\nwhat that guy told ya are ya?'], ['Monica', 'Wouldn’t you be?'], ['Chandler', 'Well, look it’s been a really emotional time y’know, and\nyou’ve had a lot to drink. And you’ve just got to let that go okay? I\nmean you were the most beautiful woman in the room tonight!'], ['Monica', 'Really?'], ['Chandler', 'You kidding? You’re the most beautiful woman in most rooms…\n(She jumps up and kisses him.) (Breaking the kiss.) Whoa! Whoa! Whoa! What’s going\non? You and I just made out! You and I are making out?'], ['Monica', 'Well, not anymore.'], ['Chandler', 'But we don’t do that.'], ['Monica', 'I know, I just thought it would be fun.'], ['Chandler', 'How drunk are you?'], ['Monica', 'Drunk enough to know that I want to do this. Not so drunk that you\nshould feel guilty about taking advantage.'], ['Chandler', '(thinks) That’s the perfect amount!'], ['Monica', 'Okay!']]",0
Episode 716: The One With The Truth About London," Monica and Chandler's, Phoebe, Joey, Chandler, and Monica are returning from
Central Perk.","[['Monica', '(breaking the kiss) Y’know what’s weird?'], ['Chandler', 'What?'], ['Monica', 'This doesn’t feel weird!'], ['Chandler', 'I know.'], ['Monica', 'You’re a really good kisser.'], ['Chandler', 'Well, I have kissed over four women. (They kiss again.) Do you wanna\nget under the covers?'], ['Monica', 'Hm-hmm!'], ['Chandler', 'Okay!']]",1
Episode 716: The One With The Truth About London," Monica and Chandler's, Phoebe, Joey, Chandler, and Monica are returning from
Central Perk.","[['Monica', 'Wow! You are really fast!'], ['Chandler', 'It bodes well for me that speed impresses you.'], ['Monica', 'We’re gonna see each other naked.'], ['Chandler', 'Yep!'], ['Monica', 'Do you wanna do it at the same time?'], ['Chandler', 'Count of three?'], ['Monica', 'One!'], ['Chandler', 'Two!'], ['Monica', 'Two!']]",1
Episode 716: The One With The Truth About London," Monica and Chandler's, Phoebe, Joey, Chandler, and Monica are returning from
Central Perk.","[['Chandler', 'Well I think it’s safe to say that our friendship is effectively\nruined.'], ['Monica', 'Eh, we weren’t that close anyway!'], ['Chandler', 'Eh!']]",1
Episode 716: The One With The Truth About London," Monica and Chandler's, Phoebe, Joey, Chandler, and Monica are returning from
Central Perk.","[['Monica', 'What?!'], ['Chandler', 'What?']]",0
Episode 716: The One With The Truth About London," Monica and Chandler's, Phoebe, Joey, Chandler, and Monica are returning from
Central Perk.","[['Chandler', 'Who did you originally want to hook up with?'], ['Monica', 'Okay, fine but please don’t be upset! Okay? I was really\ndepressed okay? And really drunk! I just wanted something stupid and meaningless. I just\nwanted…just sex. So, when I…went to your room that night…I was actually\nlooking…for Joey. (Joey smiles.)']]",-1
Episode 716: The One With The Truth About London," Monica and Chandler's, scene continued from earlier.","[['Chandler', '(To Monica) So you came to the room looking for Joey? Did you ever\nin-intend on telling me about this?'], ['Monica', 'No, because it-it didn’t seem important.'], ['Chandler', 'Oh, it’s not important? It’s not important?! If it\nwasn’t for a bridesmaid you’d be marrying him (Points to Joey) not me!'], ['Monica', 'Noo!! The point is that is was you that was there that night! It\nis you that I am marrying! It is you that I fell in love with!']]",0
Episode 716: The One With The Truth About London," Monica and Chandler's, scene continued from earlier.","[['Chandler', 'I don’t believe it. The most romantic night of my life and\nI’m runner up.'], ['Monica', 'Chandler, please! Do you know how unbelievably glad I am that Joey was\nnot there that night?!']]",1
Episode 716: The One With The Truth About London," Monica and Chandler's, scene continued from earlier.","[['Chandler', 'Okay, it’s just weird! Okay? I don’t want to be standing\ntheir saying my vows and then having the mental image of you and Monica! I-I-I need…I\ndon’t know what I need. I need a walk.'], ['Monica', 'Wait Chandler come on, let’s—it’s not a big deal!'], ['Chandler', 'It is to me. You wanted to sleep with Batman, and instead you\nhad to settle for Robin. (Walks out and slams the door.)']]",-1
Episode 716: The One With The Truth About London," Central Perk, Chandler and Monica are entering. Phoebe and Joey are sitting on
the couch.","[['Chandler', 'Yeah, we talked and Monica made me see that I over reacted a little\nbit and some things in life are more important.'], ['Monica', 'Yeah baby! (Phoebe and Joey nod.)']]",1
